# Frame C-Contacts All-Contacts
52270 68 400
52280 50 397
52290 25 346
52300 29 322
52310 39 385
52320 52 391
52330 48 363
52340 42 388
52350 44 342
52360 70 402
52370 44 382
52380 43 376
52390 24 379
52400 63 384
52410 25 348
52420 35 342
52430 25 363
52440 11 351
52450 17 343
52460 20 354
52470 27 393
52480 29 336
52490 16 330
52500 13 345
52510 7 361
52520 0 348
52530 17 339
52540 32 377
52550 24 363
52560 18 392
52570 14 395
52580 32 398
52590 22 407
52600 43 468
52610 32 418
52620 22 378
52630 57 405
52640 43 425
52650 55 422
52660 57 420
52670 37 378
52680 65 377
52690 54 420
52700 84 418
52710 60 459
52720 58 423
52730 60 400
52740 81 420
52750 75 450
52760 79 374
52770 95 461
52780 50 435
52790 42 384
52800 44 375
52810 52 402
52820 78 442
52830 52 385
52840 61 436
52850 49 413
52860 29 417
52870 57 452
52880 54 423
52890 61 432
52900 43 387
52910 52 413
52920 34 403
52930 35 406
52940 32 410
52950 29 382
52960 30 349
52970 30 434
52980 38 410
52990 31 409
53000 24 372
53010 37 347
53020 40 434
53030 52 394
53040 42 435
53050 22 393
53060 29 391
53070 29 391
53080 31 423
53090 47 408
53100 49 382
53110 48 410
53120 25 390
53130 45 453
53140 36 355
53150 31 410
53160 53 378
53170 59 408
53180 50 427
53190 54 435
53200 42 422
53210 29 392
53220 32 347
53230 33 370
53240 33 355
53250 38 403
53260 26 369
53270 29 395
53280 24 354
53290 9 362
53300 56 367
53310 50 398
53320 30 368
53330 50 407
53340 35 353
53350 53 361
53360 44 398
53370 23 356
53380 28 384
53390 34 391
53400 22 362
53410 21 346
53420 30 389
53430 24 397
53440 29 337
53450 19 324
53460 31 404
53470 39 417
53480 36 383
53490 31 390
53500 26 399
53510 37 393
53520 34 411
53530 62 432
53540 44 419
53550 48 420
53560 46 352
53570 43 399
53580 36 381
53590 26 384
53600 35 401
53610 52 393
53620 49 443
53630 55 411
53640 27 371
53650 33 395
53660 22 348
53670 33 382
53680 16 405
53690 39 416
53700 32 397
53710 22 389
53720 14 378
53730 41 376
53740 31 399
53750 29 388
53760 19 351
53770 32 401
53780 35 404
53790 34 388
53800 25 394
53810 34 385
53820 20 370
53830 45 400
53840 49 413
53850 62 400
53860 53 416
53870 66 429
53880 56 421
53890 31 417
53900 39 432
53910 32 409
53920 30 441
53930 59 419
53940 36 399
53950 36 375
53960 39 385
53970 36 398
53980 46 420
53990 30 320
54000 31 347
54010 31 359
54020 61 385
54030 55 408
54040 58 356
54050 52 339
54060 40 335
54070 77 352
54080 38 340
54090 54 347
54100 39 377
54110 35 355
54120 41 361
54130 27 395
54140 39 330
54150 37 361
54160 41 389
54170 45 378
54180 38 397
54190 21 354
54200 0 363
54210 7 362
54220 22 322
54230 4 342
54240 2 339
54250 20 354
54260 0 329
54270 9 348
54280 18 330
54290 9 339
54300 26 362
54310 19 331
54320 21 361
54330 22 348
54340 3 361
54350 5 319
54360 13 352
54370 1 330
54380 8 313
54390 18 335
54400 2 352
54410 2 360
54420 9 345
54430 9 320
54440 7 326
54450 9 344
54460 12 326
54470 5 299
54480 16 311
54490 13 314
54500 34 373
54510 43 340
54520 63 358
54530 18 327
54540 28 384
54550 25 337
54560 39 362
54570 38 399
54580 74 378
54590 76 396
54600 82 379
54610 98 438
54620 105 413
54630 59 364
54640 89 430
54650 77 417
54660 71 400
54670 113 457
54680 63 370
54690 56 412
54700 76 408
54710 61 355
54720 34 331
54730 30 367
54740 35 379
54750 28 323
54760 34 333
54770 2 309
54780 3 350
54790 11 382
54800 21 366
54810 4 349
54820 17 368
54830 14 340
54840 11 341
54850 4 359
54860 12 354
54870 22 339
54880 16 320
54890 22 374
54900 44 367
54910 30 388
54920 20 345
54930 6 337
54940 23 361
54950 10 359
54960 39 401
54970 26 363
54980 12 358
54990 16 351
55000 22 350
55010 4 318
55020 35 375
55030 25 365
55040 15 317
55050 29 335
55060 24 348
55070 38 370
55080 5 335
55090 15 317
55100 1 332
55110 12 355
55120 8 298
55130 13 332
55140 3 311
55150 0 320
55160 6 342
55170 1 320
55180 7 322
55190 7 360
55200 9 312
55210 0 290
55220 1 343
55230 11 313
55240 3 308
55250 6 314
55260 19 356
55270 23 334
55280 15 352
55290 16 357
55300 4 338
55310 13 368
55320 5 308
55330 15 405
55340 14 376
55350 10 363
55360 2 341
55370 5 364
55380 28 374
55390 13 383
55400 1 346
55410 0 352
55420 2 347
55430 13 339
55440 5 321
55450 18 329
55460 26 382
55470 21 345
55480 18 377
55490 23 394
55500 21 365
55510 18 383
55520 19 357
55530 45 404
55540 48 390
55550 50 407
55560 50 398
55570 61 416
55580 67 476
55590 80 451
55600 62 413
55610 68 452
55620 95 457
55630 58 430
55640 67 406
55650 60 440
55660 37 402
55670 49 388
55680 49 412
55690 47 403
55700 75 400
55710 95 440
55720 33 400
55730 44 370
55740 61 423
55750 51 357
55760 39 419
55770 44 395
55780 56 407
55790 53 407
55800 43 405
55810 33 389
55820 44 388
55830 50 434
55840 47 415
55850 48 415
55860 44 370
55870 47 355
55880 46 377
55890 62 401
55900 66 395
55910 80 445
55920 44 368
55930 43 385
55940 44 401
55950 47 412
55960 48 389
55970 33 423
55980 58 382
55990 47 407
56000 53 418
56010 49 393
56020 45 402
56030 45 399
56040 40 386
56050 46 359
56060 50 386
56070 29 354
56080 18 363
56090 16 357
56100 42 395
56110 32 356
56120 31 371
56130 47 375
56140 43 370
56150 30 343
56160 43 384
56170 49 389
56180 23 347
56190 20 371
56200 43 396
56210 44 393
56220 52 384
56230 30 325
56240 35 356
56250 39 393
56260 46 374
56270 37 363
56280 30 371
56290 55 385
56300 29 342
56310 42 372
56320 34 378
56330 34 400
56340 50 396
56350 27 378
56360 39 388
56370 27 393
56380 56 422
56390 34 382
56400 36 406
56410 50 441
56420 41 407
56430 3 332
56440 15 354
56450 13 358
56460 30 385
56470 21 351
56480 44 394
56490 41 385
56500 27 380
56510 26 382
56520 45 418
56530 36 332
56540 48 355
56550 51 359
56560 30 364
56570 27 387
56580 20 352
56590 24 371
56600 33 387
56610 27 364
56620 45 383
56630 48 347
56640 32 361
56650 35 386
56660 42 369
56670 27 364
56680 32 367
56690 36 397
56700 33 379
56710 39 391
56720 39 401
56730 36 336
56740 28 375
56750 25 369
56760 16 361
56770 32 347
56780 31 388
56790 29 395
56800 29 391
56810 24 378
56820 36 352
56830 18 387
56840 18 368
56850 11 301
56860 19 387
56870 28 410
56880 11 326
56890 9 368
56900 7 384
56910 8 370
56920 26 359
56930 28 357
56940 30 328
56950 7 331
56960 17 334
56970 11 343
56980 11 389
56990 8 361
57000 11 337
57010 7 345
57020 13 348
57030 9 359
57040 10 337
57050 15 345
57060 7 364
57070 14 395
57080 12 375
57090 9 330
57100 9 351
57110 6 354
57120 9 327
57130 12 339
57140 5 312
57150 3 285
57160 3 292
57170 1 322
57180 0 339
57190 1 329
57200 4 361
57210 1 307
57220 3 356
57230 4 359
57240 7 330
57250 11 329
57260 12 341
57270 6 338
57280 5 318
57290 5 328
57300 15 372
57310 10 328
57320 7 348
57330 18 345
57340 18 368
57350 24 366
57360 14 346
57370 11 352
57380 13 346
57390 36 406
57400 46 417
57410 43 368
57420 35 419
57430 38 389
57440 23 394
57450 20 390
57460 16 333
57470 25 352
57480 28 356
57490 24 349
57500 36 359
57510 47 380
57520 57 395
57530 53 364
57540 37 354
57550 33 393
57560 32 321
57570 34 348
57580 31 363
57590 38 353
57600 21 343
57610 18 357
57620 31 377
57630 32 348
57640 22 372
57650 20 325
57660 11 298
57670 19 314
57680 14 304
57690 18 350
57700 11 390
57710 11 322
57720 13 368
57730 6 319
57740 18 329
57750 23 372
57760 11 354
57770 5 336
57780 4 375
57790 21 372
57800 35 404
57810 20 359
57820 32 359
57830 10 341
57840 20 356
57850 16 351
57860 6 324
57870 20 350
57880 11 315
57890 14 319
57900 22 356
57910 11 336
57920 7 380
57930 17 358
57940 3 305
57950 5 332
57960 0 343
57970 2 334
57980 5 331
57990 16 342
58000 17 333
58010 19 372
58020 7 346
58030 20 348
58040 25 375
58050 28 371
58060 25 368
58070 16 365
58080 21 378
58090 37 362
58100 33 368
58110 10 374
58120 17 398
58130 18 360
58140 15 325
58150 20 390
58160 14 353
58170 24 331
58180 28 363
58190 21 349
58200 24 363
58210 19 351
58220 24 378
58230 20 370
58240 24 346
58250 18 320
58260 8 336
58270 9 349
58280 7 346
58290 5 312
58300 18 338
58310 25 344
58320 22 350
58330 15 348
58340 21 327
58350 15 388
58360 2 336
58370 14 347
58380 10 351
58390 1 358
58400 3 316
58410 16 309
58420 8 315
58430 14 325
58440 40 357
58450 34 356
58460 28 346
58470 11 340
58480 19 328
58490 13 341
58500 24 362
58510 50 397
58520 44 366
58530 23 327
58540 34 365
58550 25 372
58560 27 353
58570 16 340
58580 20 382
58590 13 352
58600 4 330
58610 11 320
58620 16 360
58630 8 330
58640 15 331
58650 6 330
58660 6 353
58670 16 350
58680 21 340
58690 21 360
58700 9 350
58710 20 332
58720 33 393
58730 10 321
58740 13 343
58750 14 330
58760 23 369
58770 25 370
58780 24 371
58790 22 335
58800 16 341
58810 17 323
58820 14 337
58830 12 363
58840 3 330
58850 3 305
58860 1 307
58870 1 342
58880 16 353
58890 16 379
58900 21 325
58910 16 358
58920 10 329
58930 4 302
58940 11 358
58950 13 359
58960 12 349
58970 26 407
58980 4 346
58990 5 338
59000 11 336
59010 11 346
59020 10 354
59030 10 334
59040 25 396
59050 26 370
59060 32 368
59070 18 393
59080 25 397
59090 16 354
59100 7 355
59110 33 367
59120 30 381
59130 21 362
59140 26 327
59150 23 380
59160 16 375
59170 27 357
59180 14 339
59190 19 388
59200 17 388
59210 16 333
59220 25 342
59230 16 346
59240 23 366
59250 36 371
59260 14 319
59270 16 358
59280 12 345
59290 1 327
59300 7 339
59310 8 328
59320 26 372
59330 33 377
59340 32 390
59350 38 404
59360 52 395
59370 34 352
59380 25 398
59390 31 380
59400 3 349
59410 14 328
59420 41 377
59430 40 384
59440 47 392
59450 33 364
59460 31 343
59470 17 298
59480 34 331
59490 50 366
59500 21 343
59510 10 306
59520 24 338
59530 24 317
59540 23 339
59550 16 291
59560 12 332
59570 16 329
59580 17 332
59590 17 357
59600 20 357
59610 22 331
59620 10 342
59630 4 272
59640 9 287
59650 28 336
59660 16 330
59670 16 275
59680 12 268
59690 23 322
59700 7 319
59710 8 316
59720 14 319
59730 35 353
59740 19 330
59750 28 359
59760 28 326
59770 18 340
59780 22 330
59790 13 338
59800 6 291
59810 15 302
59820 13 316
59830 16 289
59840 19 319
59850 15 311
59860 9 308
59870 12 304
59880 7 294
59890 31 339
59900 9 341
59910 9 335
59920 17 345
59930 14 320
59940 9 321
59950 21 353
59960 21 345
59970 2 323
59980 7 348
59990 3 318
60000 27 393
60010 28 390
60020 24 334
60030 29 323
60040 25 351
60050 20 353
60060 35 336
60070 38 354
60080 51 388
60090 35 381
60100 31 345
60110 36 354
60120 20 358
60130 15 383
60140 10 366
60150 20 357
60160 15 359
60170 10 328
60180 3 367
60190 20 344
60200 25 414
60210 32 389
60220 29 385
60230 8 359
60240 14 381
60250 24 378
60260 21 372
60270 16 379
60280 30 361
60290 17 333
60300 18 363
60310 20 363
60320 25 365
60330 2 334
60340 3 297
60350 4 320
60360 22 350
60370 13 335
60380 6 336
60390 10 351
60400 19 347
60410 11 357
60420 8 342
60430 27 361
60440 15 345
60450 9 319
60460 3 339
60470 15 341
60480 30 340
60490 19 364
60500 14 344
60510 12 353
60520 17 324
60530 41 353
60540 20 351
60550 10 350
60560 4 275
60570 0 327
60580 6 354
60590 1 353
60600 2 315
60610 11 359
60620 12 340
60630 8 334
60640 6 346
60650 11 323
60660 3 357
60670 13 364
60680 4 292
60690 20 353
60700 38 360
60710 20 346
60720 36 385
60730 42 374
60740 51 398
60750 44 392
60760 29 378
60770 33 358
60780 33 379
60790 35 365
60800 43 329
60810 24 389
60820 48 372
60830 45 359
60840 49 362
60850 47 366
60860 46 352
60870 43 372
60880 62 403
60890 67 432
60900 70 383
60910 55 399
60920 75 422
60930 66 407
60940 77 431
60950 52 402
60960 53 378
60970 58 397
60980 74 431
60990 48 392
61000 54 380
61010 40 358
61020 0 341
61030 1 354
61040 17 389
61050 20 410
61060 7 332
61070 21 386
61080 13 333
61090 20 370
61100 24 362
61110 27 360
61120 25 353
61130 27 403
61140 33 393
61150 38 384
61160 24 368
61170 27 382
61180 27 330
61190 24 363
61200 40 379
61210 29 368
61220 13 368
61230 14 354
61240 11 352
61250 13 343
61260 8 326
61270 12 342
61280 2 355
61290 14 363
61300 9 359
61310 11 356
61320 8 348
61330 8 340
61340 8 341
61350 4 308
61360 10 332
61370 19 324
61380 15 345
61390 22 385
61400 28 369
61410 31 350
61420 30 355
61430 25 350
61440 16 362
61450 43 366
61460 30 344
61470 17 371
61480 13 335
61490 24 345
61500 18 337
61510 13 358
61520 12 327
61530 13 315
61540 16 334
61550 9 347
61560 14 349
61570 5 349
61580 8 372
61590 3 343
61600 8 351
61610 5 307
61620 5 326
61630 11 330
61640 27 317
61650 8 331
61660 11 324
61670 22 385
61680 10 316
61690 18 300
61700 12 355
61710 16 305
61720 12 338
61730 12 348
61740 14 336
61750 13 387
61760 3 327
61770 3 352
61780 12 334
61790 15 346
61800 18 321
61810 13 354
61820 25 367
61830 23 337
61840 13 347
61850 18 348
61860 25 367
61870 7 367
61880 27 371
61890 19 339
61900 54 382
61910 24 368
61920 21 317
61930 18 329
61940 5 311
61950 22 344
61960 3 340
61970 4 346
61980 9 316
61990 22 350
62000 0 343
62010 29 377
62020 21 345
62030 21 345
62040 31 351
62050 30 323
62060 16 366
62070 6 352
62080 2 340
62090 4 322
62100 18 363
62110 19 350
62120 32 382
62130 8 320
62140 38 365
62150 26 360
62160 31 370
62170 36 373
62180 44 373
62190 37 393
62200 31 360
62210 33 357
62220 18 355
62230 36 366
62240 26 369
62250 17 342
62260 8 350
62270 13 352
62280 26 357
62290 14 366
62300 15 319
62310 4 322
62320 13 321
62330 3 290
62340 5 317
62350 4 307
62360 1 291
62370 3 316
62380 22 314
62390 5 330
62400 6 309
62410 10 298
62420 10 340
62430 1 338
62440 6 296
62450 8 346
62460 7 334
62470 20 363
62480 7 352
62490 3 316
62500 13 315
62510 8 313
62520 11 357
62530 31 371
62540 20 380
62550 15 345
62560 21 350
62570 9 327
62580 31 356
62590 8 353
62600 18 345
62610 21 401
62620 18 361
62630 11 317
62640 47 384
62650 24 337
62660 19 374
62670 15 366
62680 37 369
62690 30 330
62700 23 307
62710 31 381
62720 17 342
62730 13 368
62740 15 341
62750 16 334
62760 31 367
62770 14 346
62780 13 329
62790 24 407
62800 19 372
62810 0 326
62820 10 337
62830 8 302
62840 10 338
62850 14 328
62860 13 332
62870 12 312
62880 6 301
62890 12 350
62900 14 310
62910 25 385
62920 24 338
62930 14 342
62940 17 321
62950 7 346
62960 11 343
62970 16 383
62980 32 345
62990 20 405
63000 27 361
63010 22 348
63020 40 375
63030 20 307
63040 33 377
63050 27 340
63060 21 358
63070 27 410
63080 20 324
63090 36 377
63100 23 387
63110 46 392
63120 38 355
63130 38 403
63140 29 343
63150 15 317
63160 31 363
63170 22 352
63180 16 349
63190 8 346
63200 14 313
63210 8 328
63220 14 356
63230 7 318
63240 22 373
63250 15 323
63260 18 347
63270 18 353
63280 10 363
63290 21 380
63300 16 353
63310 17 327
63320 7 343
63330 17 346
63340 20 336
63350 17 341
63360 10 343
63370 24 343
63380 14 342
63390 11 365
63400 25 347
63410 15 327
63420 24 344
63430 21 355
63440 33 383
63450 37 367
63460 20 356
63470 22 373
63480 21 349
63490 10 359
63500 8 346
63510 7 339
63520 9 353
63530 11 340
63540 10 333
63550 6 334
63560 9 353
63570 4 336
63580 13 354
63590 15 364
63600 8 357
63610 5 358
63620 3 356
63630 9 350
63640 5 364
63650 4 354
63660 13 361
63670 7 380
63680 18 369
63690 19 366
63700 4 352
63710 7 379
63720 1 361
63730 14 371
63740 6 377
63750 7 367
63760 7 353
63770 0 328
63780 9 348
63790 11 349
63800 13 366
63810 27 360
63820 26 374
63830 11 369
63840 16 394
63850 16 386
63860 11 379
63870 28 395
63880 11 351
63890 24 344
63900 12 377
63910 7 373
63920 22 357
63930 12 355
63940 17 342
63950 6 333
63960 6 341
63970 16 349
63980 15 367
63990 18 341
64000 22 318
64010 14 340
64020 19 327
64030 16 376
64040 6 338
64050 6 329
64060 15 350
64070 7 362
64080 3 336
64090 7 325
64100 8 339
64110 12 313
64120 18 341
64130 3 320
64140 15 367
64150 2 313
64160 13 360
64170 11 295
64180 19 327
64190 10 308
64200 8 334
64210 30 353
64220 47 408
64230 57 386
64240 31 349
64250 25 376
64260 16 378
64270 37 371
64280 40 393
64290 30 388
64300 34 348
64310 22 379
64320 16 369
64330 25 359
64340 24 360
64350 8 354
64360 24 406
64370 22 369
64380 9 351
64390 16 380
64400 2 380
64410 4 386
64420 15 347
64430 7 359
64440 9 329
64450 6 366
64460 11 381
64470 13 331
64480 10 366
64490 7 364
64500 19 362
64510 29 376
64520 20 358
64530 15 342
64540 2 343
64550 13 351
64560 17 355
64570 40 365
64580 3 330
64590 1 341
64600 12 346
64610 7 359
64620 22 376
64630 15 351
64640 15 347
64650 9 347
64660 23 350
64670 25 369
64680 15 357
64690 22 356
64700 20 338
64710 14 321
64720 18 372
64730 30 310
64740 10 338
64750 32 382
64760 12 372
64770 12 368
64780 17 334
64790 35 349
64800 1 344
64810 24 353
64820 20 316
64830 32 370
64840 23 403
64850 23 374
64860 26 369
64870 14 372
64880 43 369
64890 41 385
64900 20 364
64910 20 373
64920 9 332
64930 18 372
64940 0 342
64950 16 345
64960 8 363
64970 2 329
64980 28 382
64990 32 393
65000 52 409
65010 54 435
65020 47 419
65030 9 345
65040 21 363
65050 46 371
65060 21 400
65070 22 367
65080 33 388
65090 44 423
65100 50 416
65110 40 375
65120 59 434
65130 48 393
65140 43 403
65150 56 406
65160 61 395
65170 28 387
65180 25 383
65190 44 356
65200 48 416
65210 37 444
65220 43 432
65230 37 408
65240 52 416
65250 29 373
65260 30 364
65270 29 412
65280 18 362
65290 19 364
65300 32 380
65310 25 344
65320 35 350
65330 33 404
65340 49 408
65350 26 360
65360 33 390
65370 51 436
65380 35 382
65390 35 375
65400 30 394
65410 30 395
65420 40 361
65430 40 401
65440 43 355
65450 36 367
65460 11 361
65470 19 323
65480 10 333
65490 17 348
65500 18 350
65510 11 372
65520 6 359
65530 5 357
65540 7 396
65550 18 358
65560 14 365
65570 14 313
65580 10 318
65590 26 345
65600 12 345
65610 18 330
65620 35 365
65630 40 362
65640 27 349
65650 35 372
65660 23 370
65670 32 382
65680 27 325
65690 34 401
65700 38 368
65710 16 339
65720 36 330
65730 22 358
65740 13 299
65750 10 326
65760 9 343
65770 22 368
65780 19 353
65790 8 318
65800 2 362
65810 18 396
65820 29 377
65830 19 370
65840 7 358
65850 21 367
65860 19 353
65870 41 391
65880 47 362
65890 24 375
65900 3 324
65910 18 403
65920 9 376
65930 10 328
65940 14 324
65950 17 364
65960 23 328
65970 6 340
65980 9 346
65990 2 319
66000 16 360
66010 7 343
66020 9 348
66030 9 368
66040 10 312
66050 8 344
66060 57 428
66070 57 419
66080 45 360
66090 39 382
66100 22 360
66110 22 353
66120 14 334
66130 13 338
66140 19 326
66150 13 336
66160 26 355
66170 36 376
66180 31 373
66190 31 345
66200 21 355
66210 15 345
66220 25 337
66230 20 369
66240 14 362
66250 18 352
66260 30 360
66270 33 370
66280 26 380
66290 24 363
66300 23 358
66310 16 362
66320 24 370
66330 5 352
66340 2 340
66350 14 330
66360 16 326
66370 31 398
66380 34 383
66390 23 343
66400 4 322
66410 13 330
66420 26 352
66430 24 359
66440 10 323
66450 7 320
66460 14 400
66470 31 362
66480 6 329
66490 11 341
66500 33 333
66510 53 375
66520 41 340
66530 23 325
66540 31 321
66550 38 354
66560 64 399
66570 68 378
66580 59 416
66590 43 374
66600 48 356
66610 33 345
66620 50 369
66630 35 346
66640 36 389
66650 38 373
66660 56 422
66670 43 381
66680 36 384
66690 44 412
66700 37 354
66710 25 360
66720 19 397
66730 21 348
66740 23 383
66750 16 323
66760 10 314
66770 24 388
66780 24 357
66790 18 334
66800 7 312
66810 10 335
66820 9 335
66830 25 367
66840 15 361
66850 17 375
66860 24 356
66870 40 359
66880 28 347
66890 30 360
66900 45 383
66910 42 384
66920 35 385
66930 12 330
66940 14 345
66950 17 354
66960 14 374
66970 24 357
66980 18 337
66990 50 381
67000 25 380
67010 25 355
67020 36 403
67030 21 373
67040 9 363
67050 36 372
67060 51 399
67070 34 348
67080 49 372
67090 63 367
67100 56 383
67110 38 357
67120 45 349
67130 22 347
67140 14 352
67150 30 319
67160 15 351
67170 17 343
67180 4 342
67190 5 321
67200 5 318
67210 10 339
67220 28 331
67230 30 340
67240 48 381
67250 38 372
67260 31 336
67270 12 340
67280 9 303
67290 12 316
67300 16 368
67310 12 356
67320 9 353
67330 19 350
67340 9 323
67350 19 330
67360 16 330
67370 17 305
67380 10 306
67390 31 339
67400 15 326
67410 29 332
67420 16 317
67430 18 321
67440 22 351
67450 20 388
67460 48 377
67470 48 385
67480 115 455
67490 89 435
67500 116 448
67510 100 420
67520 102 436
67530 87 429
67540 95 427
67550 88 411
67560 104 437
67570 104 485
67580 101 445
67590 106 433
67600 75 416
67610 64 394
67620 77 434
67630 88 440
67640 88 431
67650 68 417
67660 67 392
67670 90 443
67680 85 438
67690 66 419
67700 26 347
67710 38 399
67720 54 412
67730 67 374
67740 67 391
67750 69 369
67760 63 375
67770 46 365
67780 54 400
67790 53 417
67800 62 417
67810 44 379
67820 72 457
67830 85 406
67840 45 399
67850 57 433
67860 74 436
67870 42 420
67880 49 424
67890 49 378
67900 49 382
67910 44 380
67920 44 380
67930 50 408
67940 53 416
67950 64 409
67960 38 357
67970 44 358
67980 55 419
67990 49 401
68000 47 439
68010 59 410
68020 35 413
68030 69 445
68040 82 449
68050 86 454
68060 98 461
68070 67 446
68080 71 451
68090 68 409
68100 44 390
68110 53 378
68120 51 419
68130 65 412
68140 86 438
68150 29 399
68160 58 422
68170 59 392
68180 68 404
68190 63 429
68200 44 423
68210 40 380
68220 53 400
68230 53 405
68240 42 415
68250 62 428
68260 58 389
68270 80 403
68280 76 435
68290 55 404
68300 76 429
68310 65 388
68320 60 426
68330 82 402
68340 67 415
68350 72 384
68360 68 406
68370 64 390
68380 78 436
68390 74 408
68400 71 383
68410 73 414
68420 87 420
68430 94 428
68440 85 423
68450 73 408
68460 72 413
68470 81 419
68480 103 443
68490 85 427
68500 76 391
68510 69 411
68520 103 467
68530 91 448
68540 88 406
68550 127 465
68560 109 462
68570 107 479
68580 115 466
68590 108 438
68600 123 475
68610 106 454
68620 108 464
68630 79 401
68640 78 412
68650 105 458
68660 85 405
68670 110 467
68680 108 423
68690 93 431
68700 103 419
68710 121 453
68720 114 435
68730 76 444
68740 60 373
68750 59 370
68760 73 425
68770 65 396
68780 58 372
68790 45 383
68800 15 351
68810 23 339
68820 1 316
68830 17 339
68840 13 393
68850 16 367
68860 3 335
68870 18 362
68880 23 351
68890 13 352
68900 15 341
68910 37 367
68920 54 385
68930 61 401
68940 45 372
68950 54 395
68960 45 370
68970 76 426
68980 85 418
68990 58 414
69000 58 391
69010 58 407
69020 35 368
69030 36 361
69040 32 381
69050 25 375
69060 37 371
69070 22 362
69080 23 379
69090 18 380
69100 13 338
69110 15 317
69120 22 331
69130 29 356
69140 24 310
69150 37 374
69160 24 361
69170 17 304
69180 35 356
69190 34 385
69200 31 341
69210 33 381
69220 28 337
69230 43 377
69240 20 311
69250 43 350
69260 47 384
69270 31 365
69280 36 360
69290 45 369
69300 60 380
69310 61 396
69320 41 311
69330 45 341
69340 49 366
69350 56 369
69360 44 383
69370 60 385
69380 50 348
69390 71 396
69400 63 381
69410 46 373
69420 60 399
69430 65 394
69440 65 377
69450 37 402
69460 55 382
69470 61 389
69480 55 411
69490 58 366
69500 61 406
69510 58 418
69520 44 351
69530 85 411
69540 98 431
69550 75 421
69560 76 387
69570 53 391
69580 72 418
69590 79 403
69600 72 420
69610 66 372
69620 48 368
69630 66 396
69640 57 356
69650 68 427
69660 75 427
69670 77 403
69680 78 430
69690 87 427
69700 86 397
69710 62 394
69720 64 373
69730 90 403
69740 71 403
69750 71 409
69760 82 388
69770 78 388
69780 68 397
69790 121 449
69800 80 407
69810 96 423
69820 103 405
69830 112 430
69840 114 448
69850 87 409
69860 80 430
69870 101 424
69880 90 398
69890 82 405
69900 41 330
69910 83 395
69920 71 378
69930 94 405
69940 116 403
69950 96 396
69960 83 373
69970 65 323
69980 95 412
69990 106 399
70000 121 446
70010 79 412
70020 74 358
70030 96 431
70040 81 390
70050 118 428
70060 106 411
70070 110 402
70080 81 398
70090 80 424
70100 115 414
70110 81 369
70120 84 397
70130 64 350
70140 79 388
70150 83 376
70160 73 336
70170 124 441
70180 134 457
70190 141 480
70200 139 473
70210 134 493
70220 110 473
70230 125 503
70240 133 460
70250 93 427
70260 91 420
70270 90 404
70280 101 454
70290 73 396
70300 71 408
70310 57 391
70320 49 372
70330 62 381
70340 66 411
70350 76 424
70360 71 432
70370 76 399
70380 65 411
70390 53 412
70400 60 375
70410 77 397
70420 63 383
70430 69 401
70440 67 408
70450 73 384
70460 78 398
70470 85 415
70480 116 469
70490 92 448
70500 100 437
70510 73 405
70520 83 418
70530 91 443
70540 126 460
70550 93 415
70560 94 456
70570 130 445
70580 89 422
70590 100 461
70600 83 434
70610 104 460
70620 81 442
70630 106 464
70640 105 474
70650 93 439
70660 108 436
70670 90 422
70680 100 436
70690 66 374
70700 93 420
70710 96 435
70720 86 436
70730 82 431
70740 82 425
70750 81 410
70760 114 457
70770 95 425
70780 111 467
70790 105 455
70800 93 436
70810 71 392
70820 59 371
70830 60 391
70840 61 412
70850 59 389
70860 41 394
70870 75 384
70880 90 409
70890 51 370
70900 76 419
70910 53 377
70920 52 379
70930 40 365
70940 19 336
70950 30 392
70960 32 372
70970 25 398
70980 35 384
70990 30 347
71000 19 332
71010 25 358
71020 30 347
71030 29 358
71040 26 365
71050 30 374
71060 37 395
71070 36 377
71080 21 320
71090 25 408
71100 33 327
71110 23 361
71120 14 315
71130 8 343
71140 26 370
71150 22 336
71160 26 377
71170 14 382
71180 16 362
71190 14 343
71200 4 342
71210 7 311
71220 1 322
71230 14 342
71240 11 329
71250 7 342
71260 6 349
71270 11 347
71280 7 332
71290 17 340
71300 18 317
71310 29 358
71320 8 343
71330 2 335
71340 1 331
71350 5 346
71360 14 329
71370 9 326
71380 31 341
71390 19 346
71400 10 330
71410 23 404
71420 1 344
71430 16 315
71440 19 333
71450 7 320
71460 5 336
71470 5 318
71480 15 338
71490 15 344
71500 4 308
71510 9 338
71520 4 322
71530 8 347
71540 19 351
71550 21 352
71560 27 355
71570 24 326
71580 35 361
71590 7 337
71600 21 365
71610 21 362
71620 35 333
71630 3 335
71640 13 349
71650 2 345
71660 16 369
71670 28 378
71680 16 342
71690 34 395
71700 29 365
71710 34 386
71720 23 356
71730 37 365
71740 19 344
71750 16 395
71760 34 401
71770 22 401
71780 34 382
71790 28 365
71800 36 397
71810 45 393
71820 27 386
71830 17 363
71840 39 380
71850 9 390
71860 30 367
71870 31 395
71880 25 398
71890 24 366
71900 16 396
71910 24 385
71920 18 387
71930 25 408
71940 14 393
71950 21 370
71960 7 340
71970 17 363
71980 8 364
71990 6 345
72000 6 355
72010 23 378
72020 22 382
72030 15 352
72040 14 407
72050 39 431
72060 45 449
72070 26 401
72080 38 412
72090 29 393
72100 45 406
72110 18 389
72120 12 359
72130 10 379
72140 21 352
72150 12 345
72160 22 414
72170 32 378
72180 11 353
72190 24 363
72200 47 398
72210 13 336
72220 15 399
72230 19 375
