# Frame C-Contacts All-Contacts
57580 49 470
57590 48 475
57600 90 501
57610 94 501
57620 90 489
57630 90 468
57640 88 463
57650 101 507
57660 78 478
57670 91 519
57680 77 482
57690 90 455
57700 81 495
57710 61 442
57720 52 428
57730 46 434
57740 57 438
57750 46 426
57760 48 431
57770 58 473
57780 44 435
57790 64 441
57800 67 451
57810 54 464
57820 56 457
57830 48 436
57840 58 464
57850 45 449
57860 70 474
57870 68 477
57880 64 478
57890 56 453
57900 58 512
57910 43 427
57920 46 448
57930 55 479
57940 50 461
57950 39 427
57960 29 433
57970 26 441
57980 53 445
57990 37 440
58000 31 444
58010 31 409
58020 31 433
58030 32 453
58040 40 432
58050 37 457
58060 42 476
58070 55 459
58080 52 418
58090 59 458
58100 55 412
58110 47 451
58120 38 440
58130 39 433
58140 46 440
58150 66 467
58160 46 433
58170 53 438
58180 50 451
58190 57 454
58200 50 435
58210 52 433
58220 78 450
58230 63 414
58240 56 426
58250 46 455
58260 47 462
58270 72 455
58280 48 421
58290 39 383
58300 73 465
58310 57 443
58320 39 402
58330 58 451
58340 52 453
58350 42 433
58360 47 422
58370 49 429
58380 51 412
58390 59 441
58400 56 448
58410 55 422
58420 68 438
58430 89 443
58440 97 528
58450 66 476
58460 71 455
58470 75 449
58480 73 477
58490 48 445
58500 41 404
58510 63 462
58520 56 481
58530 75 430
58540 48 445
58550 38 409
58560 42 429
58570 47 445
58580 60 446
58590 49 420
58600 44 421
58610 49 469
58620 46 436
58630 35 427
58640 35 398
58650 42 418
58660 55 415
58670 33 416
58680 58 455
58690 52 451
58700 44 407
58710 52 459
58720 43 432
58730 39 417
58740 69 448
58750 58 434
58760 51 443
58770 51 414
58780 65 426
58790 47 412
58800 67 471
58810 82 480
58820 76 437
58830 97 474
58840 37 425
58850 38 388
58860 47 417
58870 68 454
58880 45 415
58890 51 437
58900 60 423
58910 59 445
58920 48 437
58930 41 424
58940 57 472
58950 70 484
58960 69 465
58970 59 435
58980 37 397
58990 40 434
59000 48 434
59010 44 400
59020 57 424
59030 47 400
59040 57 443
59050 55 449
59060 44 466
59070 47 425
59080 52 430
59090 35 437
59100 40 390
59110 51 434
59120 52 435
59130 55 417
59140 59 472
59150 63 437
59160 46 451
59170 45 424
59180 52 465
59190 50 453
59200 51 412
59210 68 466
59220 54 466
59230 75 452
59240 57 452
59250 64 451
59260 61 453
59270 49 470
59280 40 432
59290 55 420
59300 67 471
59310 54 460
59320 45 433
59330 49 415
59340 42 422
59350 35 411
59360 44 430
59370 47 471
59380 37 523
59390 55 468
59400 62 437
59410 50 408
59420 34 450
59430 38 437
59440 50 416
59450 35 420
59460 37 373
59470 51 435
59480 38 385
59490 33 396
59500 25 382
59510 21 410
59520 21 428
59530 31 429
59540 49 451
59550 37 442
59560 54 437
59570 39 411
59580 46 417
59590 38 421
59600 58 462
59610 48 422
59620 65 452
59630 40 430
59640 34 410
59650 30 439
59660 39 462
59670 34 430
59680 49 462
59690 48 444
59700 47 432
59710 33 414
59720 59 447
59730 46 431
59740 38 422
59750 43 405
59760 26 402
59770 71 435
59780 78 470
59790 60 452
59800 52 461
59810 49 448
59820 40 396
59830 33 407
59840 40 416
59850 46 410
59860 39 413
59870 32 365
59880 56 425
59890 46 428
59900 68 455
59910 57 435
59920 31 379
59930 41 377
59940 30 401
59950 34 417
59960 29 378
59970 44 412
59980 36 433
59990 39 418
60000 39 419
60010 42 426
60020 53 446
60030 38 451
60040 45 443
60050 46 439
60060 43 442
60070 58 470
60080 44 446
60090 73 473
60100 104 537
60110 75 492
60120 80 485
60130 62 482
60140 69 507
60150 61 435
60160 61 461
60170 60 446
60180 48 450
60190 77 502
60200 52 489
60210 65 485
60220 77 495
60230 77 493
60240 69 494
60250 78 481
60260 91 507
60270 62 493
60280 72 491
60290 93 490
60300 58 521
60310 82 469
60320 75 484
60330 66 475
60340 84 465
60350 68 475
60360 79 489
60370 70 463
60380 73 474
60390 57 474
60400 100 527
60410 121 533
60420 98 499
60430 130 538
60440 102 506
60450 112 531
60460 110 539
60470 95 489
60480 109 512
60490 117 528
60500 107 555
60510 119 529
60520 96 547
60530 91 502
60540 77 483
60550 83 468
60560 109 501
60570 112 517
60580 110 530
60590 100 535
60600 93 530
60610 106 538
60620 87 478
60630 84 518
60640 108 521
60650 98 501
60660 93 487
60670 96 502
60680 111 541
60690 123 544
60700 92 520
60710 98 511
60720 112 528
60730 114 537
60740 107 519
60750 99 493
60760 103 519
60770 94 482
60780 82 448
60790 81 489
60800 91 495
60810 96 528
60820 92 501
60830 83 486
60840 118 513
60850 89 504
60860 76 481
60870 84 485
60880 81 501
60890 59 458
60900 89 512
60910 78 474
60920 89 505
60930 82 466
60940 89 484
60950 83 509
60960 70 471
60970 77 481
60980 78 516
60990 74 475
61000 86 469
61010 81 491
61020 63 507
61030 61 455
61040 104 510
61050 95 483
61060 90 490
61070 93 514
61080 78 483
61090 71 489
61100 61 458
61110 102 498
61120 86 475
61130 52 484
61140 56 470
61150 44 445
61160 46 417
61170 60 470
61180 63 485
61190 70 490
61200 91 494
61210 112 492
61220 103 548
61230 87 487
61240 71 491
61250 70 496
61260 80 476
61270 67 456
61280 40 421
61290 70 464
61300 78 470
61310 58 494
61320 47 466
61330 47 453
61340 57 468
61350 80 469
61360 71 477
61370 86 527
61380 94 500
61390 73 498
61400 64 482
61410 38 433
61420 80 454
61430 62 466
61440 79 474
61450 53 417
61460 27 413
61470 20 434
61480 24 396
61490 54 454
61500 87 471
61510 97 486
61520 87 477
61530 68 485
61540 63 457
61550 67 450
61560 48 443
61570 69 492
61580 61 440
61590 39 430
61600 38 435
61610 53 433
61620 49 470
61630 65 484
61640 72 444
61650 52 444
61660 71 452
61670 109 489
61680 72 452
61690 99 502
61700 96 509
61710 116 526
61720 54 444
61730 64 451
61740 76 487
61750 75 465
61760 79 463
61770 32 415
61780 52 475
61790 57 456
61800 75 490
61810 59 491
61820 44 443
61830 37 415
61840 77 454
61850 80 502
61860 84 511
61870 67 495
61880 87 492
61890 64 458
61900 66 488
61910 58 472
61920 59 464
61930 40 467
61940 51 456
61950 47 440
61960 43 433
61970 58 440
61980 48 441
61990 76 506
62000 74 465
62010 48 460
62020 57 449
62030 55 433
62040 86 451
62050 70 432
62060 66 495
62070 62 445
62080 57 434
62090 58 483
62100 63 441
62110 38 426
62120 42 450
62130 56 444
62140 47 412
62150 60 497
62160 67 451
62170 70 481
62180 59 435
62190 82 462
62200 56 442
62210 66 468
62220 56 441
62230 70 447
62240 81 476
62250 70 461
62260 58 468
62270 62 443
62280 40 460
62290 64 482
62300 85 504
62310 65 471
62320 66 475
62330 67 472
62340 62 475
62350 52 427
62360 57 452
62370 36 424
62380 52 459
62390 70 484
62400 65 472
62410 48 437
62420 59 452
62430 56 418
62440 49 458
62450 61 442
62460 66 462
62470 64 448
62480 63 435
62490 84 481
62500 84 465
62510 75 461
62520 68 472
62530 86 502
62540 79 488
62550 68 470
62560 80 474
62570 76 510
62580 71 476
62590 86 490
62600 98 525
62610 98 497
62620 114 506
62630 70 503
62640 53 471
62650 64 473
62660 68 472
62670 67 454
62680 65 459
62690 95 486
62700 72 448
62710 70 495
62720 68 475
62730 65 468
62740 50 439
62750 75 478
62760 63 468
62770 72 445
62780 80 460
62790 71 432
62800 67 441
62810 70 446
62820 78 459
62830 86 439
62840 68 412
62850 69 412
62860 56 426
62870 64 427
62880 91 460
62890 51 440
62900 78 429
62910 73 467
62920 80 420
62930 91 414
62940 73 451
62950 65 430
62960 28 388
62970 79 446
62980 75 460
62990 62 439
63000 42 395
63010 51 460
63020 61 455
63030 40 449
63040 57 490
63050 42 402
63060 44 406
63070 52 448
63080 48 431
63090 61 432
63100 57 455
63110 26 418
63120 40 460
63130 33 436
63140 21 457
63150 28 418
63160 24 418
63170 35 444
63180 39 427
63190 41 438
63200 70 433
63210 26 412
63220 50 453
63230 39 451
63240 31 462
63250 44 433
63260 46 467
63270 62 471
63280 61 467
63290 51 472
63300 55 490
63310 61 484
63320 77 524
63330 58 450
63340 69 489
63350 68 464
63360 66 467
63370 96 468
63380 75 479
63390 62 460
63400 77 457
63410 89 503
63420 45 478
63430 57 488
63440 55 463
63450 64 460
63460 61 431
63470 44 402
63480 57 472
63490 75 446
63500 63 434
63510 92 470
63520 96 494
63530 90 456
63540 96 455
63550 80 496
63560 86 433
63570 88 419
63580 80 467
63590 94 485
63600 100 512
63610 91 485
63620 95 501
63630 79 464
63640 94 500
63650 79 491
63660 85 482
63670 92 453
63680 88 473
63690 80 473
63700 64 462
63710 74 444
63720 95 504
63730 84 455
63740 65 428
63750 94 474
63760 90 496
63770 90 477
63780 90 488
63790 102 483
63800 98 458
63810 121 521
63820 144 532
63830 123 484
63840 111 500
63850 137 559
63860 119 491
63870 127 511
63880 126 515
63890 124 464
63900 109 451
63910 115 492
63920 143 506
63930 136 506
63940 88 465
63950 114 464
63960 87 447
63970 128 481
63980 131 498
63990 116 490
64000 121 491
64010 113 451
64020 104 453
64030 92 499
64040 110 441
64050 100 465
64060 120 454
64070 97 478
64080 82 439
64090 94 432
64100 104 448
64110 100 464
64120 116 456
64130 124 502
64140 138 487
64150 114 517
64160 87 463
64170 74 439
64180 75 454
64190 80 455
64200 98 485
64210 85 445
64220 72 449
64230 81 434
64240 101 486
64250 113 482
64260 109 473
64270 76 453
64280 122 489
64290 122 510
64300 159 561
64310 136 557
64320 146 523
64330 114 498
64340 127 487
64350 151 538
64360 118 471
64370 130 499
64380 115 487
64390 140 482
64400 159 503
64410 141 513
64420 127 523
64430 156 507
64440 117 477
64450 110 523
64460 118 528
64470 128 520
64480 107 490
64490 108 518
64500 88 481
64510 90 506
64520 129 483
64530 113 499
64540 97 504
64550 94 453
64560 94 491
64570 76 485
64580 110 503
64590 103 499
64600 109 492
64610 118 487
64620 93 505
64630 128 498
64640 124 539
64650 115 556
64660 100 458
64670 94 438
64680 121 479
64690 95 477
64700 104 453
64710 147 520
64720 117 493
64730 124 496
64740 115 510
64750 116 501
64760 136 493
64770 139 547
64780 109 492
64790 134 478
64800 148 501
64810 129 448
64820 151 507
64830 142 558
64840 138 554
64850 113 511
64860 133 516
64870 136 507
64880 146 536
64890 125 519
64900 151 538
64910 125 500
64920 131 538
64930 145 550
64940 128 483
64950 127 529
64960 107 515
64970 145 554
64980 137 500
64990 154 506
65000 153 501
65010 143 506
65020 165 510
65030 150 530
65040 145 502
65050 140 499
65060 134 519
65070 151 521
65080 147 514
65090 138 534
65100 122 505
65110 146 570
65120 150 561
65130 147 534
65140 170 557
65150 191 577
65160 172 563
65170 132 532
65180 164 559
65190 130 533
65200 132 540
65210 120 512
65220 135 539
65230 142 529
65240 132 525
65250 133 524
65260 150 550
65270 146 475
65280 124 524
65290 102 484
65300 90 463
65310 98 442
65320 103 490
65330 59 410
65340 89 475
65350 73 453
65360 63 457
65370 90 489
65380 88 472
65390 60 478
65400 92 518
65410 84 481
65420 103 502
65430 78 472
65440 96 463
65450 91 450
65460 85 458
65470 92 489
65480 104 465
65490 91 477
65500 104 482
65510 110 491
65520 80 476
65530 103 506
65540 133 478
65550 98 490
65560 117 538
65570 99 529
65580 109 513
65590 106 494
65600 100 483
65610 103 498
65620 101 474
65630 127 488
65640 120 502
65650 117 507
65660 96 499
65670 120 509
65680 98 522
65690 88 502
65700 104 516
65710 99 480
65720 109 518
65730 110 525
65740 87 475
65750 74 485
65760 90 487
65770 91 496
65780 95 488
65790 119 514
65800 120 501
65810 95 477
65820 54 441
65830 61 435
65840 86 498
65850 83 475
65860 96 495
65870 66 465
65880 65 461
65890 60 418
65900 51 409
65910 66 410
65920 59 459
65930 63 475
65940 64 410
65950 53 423
65960 54 442
65970 56 436
65980 66 430
65990 111 496
66000 115 503
66010 146 497
66020 127 514
66030 132 501
66040 122 471
66050 91 442
66060 103 449
66070 84 436
66080 104 454
66090 104 500
66100 107 504
66110 84 449
66120 113 509
66130 136 501
66140 148 544
66150 137 534
66160 103 459
66170 108 497
66180 79 445
66190 88 458
66200 113 513
66210 110 503
66220 110 442
66230 109 461
66240 118 487
66250 114 483
66260 117 482
66270 99 454
66280 113 485
66290 113 520
66300 130 531
66310 113 519
66320 99 519
66330 113 470
66340 117 507
66350 135 558
66360 145 522
66370 124 522
66380 131 537
66390 124 483
66400 130 523
66410 154 512
66420 132 518
66430 117 485
66440 116 506
66450 138 521
66460 133 508
66470 109 497
66480 141 537
66490 127 528
66500 97 493
66510 134 499
66520 99 491
66530 118 533
66540 129 488
66550 113 494
66560 127 524
66570 126 502
66580 89 462
66590 69 443
66600 55 408
66610 66 454
66620 70 435
66630 56 445
66640 70 481
66650 82 448
66660 70 428
66670 89 469
66680 105 470
66690 101 460
66700 91 480
66710 95 466
66720 95 433
66730 100 461
66740 125 489
66750 101 503
66760 99 486
66770 80 427
66780 94 474
66790 76 456
66800 69 442
66810 74 466
66820 101 487
66830 105 526
66840 65 431
66850 74 468
66860 63 439
66870 58 429
66880 60 420
66890 82 462
66900 52 423
66910 79 433
66920 114 512
66930 146 494
66940 112 520
66950 116 460
66960 98 506
66970 114 447
66980 125 501
66990 119 513
67000 126 503
67010 129 488
67020 148 534
67030 150 521
67040 132 519
67050 154 512
67060 126 515
67070 80 460
67080 86 462
67090 122 513
67100 113 501
67110 107 465
67120 97 460
67130 149 539
67140 110 512
67150 55 430
67160 52 442
67170 63 435
67180 65 441
67190 58 428
67200 48 430
67210 34 427
67220 38 411
67230 29 411
67240 32 421
67250 36 401
67260 42 413
67270 37 421
67280 36 400
67290 43 415
67300 41 420
67310 37 433
67320 41 449
67330 34 425
67340 35 399
67350 47 413
67360 26 397
67370 29 382
67380 64 437
67390 38 416
67400 45 421
67410 35 430
67420 34 412
67430 48 389
67440 71 483
67450 65 436
67460 50 400
67470 64 455
67480 52 375
67490 81 474
67500 87 426
67510 70 410
67520 80 405
67530 80 460
67540 71 443
67550 77 474
67560 62 443
67570 53 375
67580 60 455
67590 42 411
67600 72 438
67610 57 424
67620 59 442
67630 52 399
67640 31 400
67650 32 387
67660 43 344
67670 41 388
67680 47 415
67690 55 422
67700 44 404
67710 47 413
67720 36 417
67730 30 386
67740 30 421
67750 19 364
67760 38 396
67770 47 422
67780 40 411
67790 43 420
67800 41 409
67810 28 389
67820 34 386
67830 34 413
67840 34 377
67850 29 348
67860 48 392
67870 11 376
67880 32 368
67890 17 359
67900 22 353
67910 34 386
67920 43 409
67930 55 446
67940 51 390
67950 55 433
67960 40 406
67970 51 396
67980 64 485
67990 61 446
68000 48 392
68010 55 437
68020 53 427
68030 47 395
68040 41 405
68050 58 407
68060 52 404
68070 50 381
68080 39 385
68090 54 405
68100 27 370
68110 30 415
68120 46 434
68130 46 429
68140 55 426
68150 67 440
68160 96 451
68170 72 421
68180 80 440
68190 67 409
68200 87 455
68210 82 449
68220 55 385
68230 38 360
68240 41 392
68250 48 413
68260 35 394
68270 25 382
68280 49 398
68290 53 402
68300 41 436
68310 25 351
68320 38 410
68330 36 422
68340 40 367
68350 33 362
68360 56 394
68370 46 401
68380 52 397
68390 48 385
68400 42 380
68410 30 397
68420 32 388
68430 24 365
68440 24 351
68450 29 361
68460 29 376
68470 17 322
68480 13 352
68490 28 332
68500 32 368
68510 21 351
68520 16 309
68530 41 370
68540 58 426
68550 47 370
68560 43 382
68570 29 357
68580 50 412
68590 39 417
68600 45 448
68610 23 403
68620 38 390
68630 33 420
68640 37 405
68650 37 389
68660 27 387
68670 45 411
68680 29 417
68690 34 397
68700 42 398
68710 31 390
68720 50 424
68730 32 418
68740 21 384
68750 32 400
68760 20 371
68770 41 398
68780 24 400
68790 59 433
68800 37 419
68810 49 376
68820 47 422
68830 38 400
68840 48 383
68850 47 416
68860 55 412
68870 17 366
68880 23 389
68890 22 407
68900 29 391
68910 18 369
68920 32 418
68930 45 424
68940 23 399
68950 40 409
68960 33 358
68970 48 419
68980 35 405
68990 39 437
69000 28 413
69010 62 433
69020 42 425
69030 43 404
69040 35 412
69050 32 392
69060 43 410
69070 59 443
69080 27 445
69090 47 451
69100 60 428
69110 62 426
69120 47 410
69130 57 438
69140 49 419
69150 62 414
69160 30 356
69170 31 393
69180 29 394
69190 23 417
69200 30 384
69210 33 431
69220 42 388
69230 44 436
69240 46 404
69250 55 411
69260 45 414
69270 52 387
69280 36 400
69290 45 410
69300 35 415
69310 50 401
69320 54 414
69330 51 382
69340 53 405
69350 48 398
69360 37 389
69370 47 422
69380 34 393
69390 21 360
69400 40 405
69410 47 407
69420 25 372
69430 38 378
69440 40 371
69450 29 391
69460 28 383
69470 50 376
69480 59 432
69490 50 376
69500 31 409
69510 30 395
69520 41 428
69530 35 375
69540 33 409
69550 36 390
69560 50 408
69570 54 397
69580 38 402
69590 34 373
69600 56 422
69610 41 410
69620 50 420
69630 57 413
69640 63 465
69650 64 453
69660 62 450
69670 68 455
69680 61 484
69690 49 407
69700 67 444
69710 68 466
69720 68 435
69730 74 439
69740 89 465
69750 83 443
69760 64 408
69770 61 452
69780 37 419
69790 39 403
69800 39 400
69810 28 377
69820 44 425
69830 29 397
69840 64 432
69850 36 399
69860 43 424
69870 34 407
69880 49 403
69890 39 417
69900 9 363
69910 15 372
69920 8 389
69930 45 425
69940 53 445
69950 67 465
69960 47 436
69970 49 453
69980 41 437
69990 33 423
70000 39 427
70010 42 407
70020 37 428
70030 42 441
70040 39 411
70050 44 385
70060 27 433
70070 42 408
70080 54 417
70090 49 428
70100 52 420
70110 44 410
70120 53 422
70130 47 456
70140 40 426
70150 52 441
70160 73 419
70170 66 487
70180 66 442
70190 77 448
70200 79 471
70210 88 459
70220 92 510
70230 79 478
70240 97 510
70250 74 467
70260 104 500
70270 80 465
70280 55 424
70290 56 433
70300 88 452
70310 76 466
70320 52 446
70330 67 429
70340 70 418
70350 64 435
70360 56 406
70370 65 443
70380 58 412
70390 79 467
70400 73 455
70410 56 435
70420 58 439
70430 79 482
70440 71 442
70450 58 433
70460 65 422
70470 79 459
70480 73 439
70490 49 434
70500 56 444
70510 67 468
70520 54 424
70530 71 444
70540 71 439
70550 71 456
70560 81 450
70570 47 425
70580 67 455
70590 51 430
70600 81 466
70610 78 426
70620 66 417
70630 53 410
70640 63 443
70650 83 493
70660 53 445
70670 76 455
70680 48 410
70690 44 427
70700 48 426
70710 46 437
70720 35 413
70730 53 434
70740 53 430
70750 74 475
70760 31 431
70770 45 452
70780 66 455
70790 47 414
70800 75 437
70810 73 416
70820 67 479
70830 65 466
70840 81 451
70850 88 467
70860 65 452
70870 41 443
70880 45 445
70890 54 423
70900 45 429
70910 49 456
70920 56 414
70930 97 516
70940 103 497
70950 110 482
70960 108 511
70970 107 499
70980 107 485
70990 130 486
71000 107 492
71010 107 489
71020 108 510
71030 89 490
71040 132 504
71050 85 491
71060 78 473
71070 72 470
71080 100 433
71090 121 489
71100 110 478
71110 104 491
71120 112 481
71130 97 506
71140 101 496
71150 92 508
71160 98 481
71170 89 516
71180 91 522
71190 92 492
71200 99 482
71210 109 506
71220 106 498
71230 90 491
71240 100 465
71250 88 500
71260 92 476
71270 83 476
71280 70 441
71290 73 498
71300 98 467
71310 84 448
71320 105 489
71330 88 452
71340 84 453
71350 104 448
71360 99 478
71370 99 496
71380 100 495
71390 113 475
71400 97 502
71410 101 481
71420 109 531
71430 70 458
71440 98 461
71450 102 491
71460 105 488
71470 98 482
71480 123 473
71490 103 469
71500 93 479
71510 79 435
71520 101 498
71530 108 493
71540 97 479
71550 108 512
71560 107 469
71570 103 494
71580 101 494
71590 102 487
71600 119 531
71610 88 489
71620 86 454
71630 70 443
71640 72 431
71650 66 438
71660 76 464
71670 104 507
71680 93 471
71690 91 458
71700 97 502
71710 104 496
71720 96 483
71730 99 463
71740 76 453
71750 79 464
71760 76 494
71770 86 480
71780 63 468
71790 83 461
71800 80 462
71810 79 485
71820 86 479
71830 70 488
71840 64 471
71850 59 447
71860 83 439
71870 47 413
71880 79 466
71890 72 451
71900 76 449
71910 78 445
71920 67 470
71930 77 442
71940 116 486
71950 101 465
71960 100 455
71970 99 491
71980 103 482
71990 96 492
72000 113 501
72010 100 488
72020 89 441
72030 98 463
72040 115 496
72050 100 454
72060 117 476
72070 119 521
72080 108 456
72090 101 477
72100 128 514
72110 125 516
72120 90 479
72130 75 439
72140 86 467
72150 124 489
72160 78 457
72170 88 453
72180 115 514
72190 101 496
72200 125 494
72210 103 459
72220 82 480
72230 94 480
72240 88 476
72250 79 434
72260 83 455
72270 89 451
72280 94 482
72290 119 507
72300 93 487
72310 120 454
72320 103 503
72330 106 474
72340 101 488
72350 116 467
72360 90 473
72370 104 465
72380 92 435
72390 81 464
72400 89 441
72410 100 459
72420 76 423
72430 93 426
72440 105 477
72450 127 501
72460 95 493
72470 115 465
72480 86 420
72490 82 423
72500 88 438
72510 82 443
72520 95 457
72530 104 455
72540 94 446
72550 93 480
72560 91 434
72570 109 448
72580 100 471
72590 96 427
72600 77 440
72610 108 462
72620 111 479
72630 111 488
72640 99 459
72650 99 449
72660 92 453
72670 89 446
72680 79 431
72690 89 452
72700 84 412
72710 85 441
72720 91 442
72730 115 461
72740 98 423
72750 89 423
72760 113 479
72770 79 414
72780 113 481
72790 53 397
72800 69 427
72810 56 412
72820 65 417
72830 67 443
72840 75 463
72850 63 447
72860 78 430
72870 91 428
72880 93 447
72890 109 472
72900 108 494
72910 75 434
72920 88 423
72930 69 430
72940 61 423
72950 75 444
72960 63 421
72970 69 424
72980 103 441
72990 100 501
73000 112 470
73010 98 454
73020 107 478
73030 107 498
73040 84 429
73050 104 470
73060 107 465
73070 116 493
73080 98 449
73090 102 490
73100 67 417
73110 65 420
73120 73 448
73130 83 427
73140 91 423
73150 84 454
73160 103 455
73170 94 459
73180 107 464
73190 98 456
73200 89 461
73210 104 442
73220 97 505
73230 95 469
73240 112 464
73250 79 426
73260 78 452
73270 94 463
73280 99 465
73290 100 490
73300 91 470
73310 105 475
73320 76 435
73330 88 488
73340 71 452
73350 72 442
73360 90 466
73370 118 471
73380 88 449
73390 91 465
73400 81 426
73410 115 509
73420 79 475
73430 85 426
73440 96 426
73450 101 458
73460 76 400
73470 98 464
73480 109 475
73490 108 492
73500 86 441
73510 88 460
73520 81 442
73530 88 463
73540 77 457
73550 111 483
73560 105 438
73570 120 493
73580 119 492
73590 80 435
73600 97 464
73610 85 451
73620 105 437
73630 92 461
73640 91 452
73650 97 437
73660 89 436
73670 62 425
73680 82 496
73690 85 423
73700 44 399
73710 55 402
73720 25 370
73730 53 427
73740 34 414
73750 65 469
73760 47 457
73770 53 458
73780 73 472
73790 51 407
73800 58 382
73810 25 415
73820 9 424
73830 17 386
73840 23 404
73850 30 374
73860 55 426
73870 45 427
73880 44 425
73890 42 436
73900 57 398
73910 48 425
73920 65 404
73930 60 432
73940 54 440
73950 70 467
73960 77 469
73970 75 408
73980 61 430
73990 79 454
74000 77 447
74010 80 478
74020 63 428
74030 77 469
74040 66 450
74050 74 415
74060 77 468
74070 78 488
74080 73 426
74090 71 417
74100 79 454
74110 85 451
74120 76 451
74130 72 450
74140 72 431
74150 78 438
74160 88 455
74170 65 470
74180 58 456
74190 67 477
74200 54 429
74210 39 403
74220 80 467
74230 64 458
74240 61 447
74250 16 387
74260 55 402
74270 52 442
74280 47 422
74290 36 393
74300 57 468
74310 35 418
74320 14 410
74330 35 426
74340 25 390
74350 34 433
74360 27 446
74370 51 439
74380 58 424
74390 64 465
74400 46 405
74410 59 410
74420 68 417
74430 67 424
74440 42 416
74450 46 404
74460 39 403
74470 69 481
74480 55 411
74490 50 448
74500 51 417
74510 45 392
74520 63 426
74530 48 372
74540 57 424
74550 54 442
74560 39 410
74570 38 380
74580 43 411
74590 42 443
74600 40 400
74610 43 408
74620 35 421
74630 57 429
74640 48 397
74650 45 401
74660 65 387
74670 39 413
74680 29 387
74690 27 359
74700 17 372
74710 19 404
74720 21 399
74730 22 360
74740 17 375
74750 49 412
74760 37 367
74770 19 409
74780 34 397
74790 38 410
74800 32 379
74810 43 386
74820 32 405
74830 29 372
74840 60 407
74850 19 382
74860 20 350
74870 18 409
74880 38 396
74890 43 427
74900 36 419
74910 56 418
74920 46 376
74930 30 371
74940 54 436
74950 59 425
74960 39 389
74970 31 395
74980 40 426
74990 34 441
75000 28 417
75010 53 445
75020 69 462
75030 40 441
75040 34 395
75050 46 424
75060 54 459
75070 55 437
75080 63 452
75090 53 430
75100 49 429
75110 46 411
75120 46 429
75130 37 421
75140 29 395
75150 24 382
75160 22 373
75170 40 388
75180 50 439
75190 46 438
75200 27 439
75210 19 401
75220 28 425
75230 61 434
75240 37 414
75250 24 415
75260 36 409
75270 19 399
75280 36 411
75290 24 405
75300 47 448
75310 47 405
75320 63 466
75330 53 407
75340 21 399
75350 36 427
75360 41 428
75370 58 419
75380 17 351
75390 42 392
75400 36 400
75410 34 400
75420 31 408
75430 38 410
75440 50 418
75450 35 418
75460 61 462
75470 58 475
75480 68 465
75490 64 473
75500 47 403
75510 44 398
75520 50 422
75530 61 408
75540 73 458
75550 108 496
75560 106 465
75570 112 450
75580 120 507
75590 131 488
75600 102 500
75610 76 421
75620 122 472
75630 93 463
75640 106 452
75650 105 523
75660 113 506
75670 111 501
75680 122 518
75690 107 518
75700 113 469
75710 107 461
75720 115 501
75730 116 442
75740 130 534
75750 125 504
75760 125 514
75770 110 486
75780 145 531
75790 129 527
75800 121 528
75810 109 491
75820 80 434
75830 122 488
75840 112 459
75850 91 428
75860 81 480
75870 95 453
75880 112 470
75890 95 424
75900 92 451
75910 115 477
75920 99 438
75930 124 443
75940 100 465
75950 105 496
75960 125 481
75970 97 445
75980 109 481
75990 85 440
76000 95 418
76010 114 478
76020 85 454
76030 79 445
76040 99 446
76050 79 393
76060 96 471
76070 75 443
76080 109 455
76090 93 445
76100 94 469
76110 112 440
76120 105 492
76130 114 505
76140 136 513
76150 139 483
76160 88 462
76170 100 466
76180 82 445
76190 98 454
76200 95 442
76210 101 449
76220 105 466
76230 81 457
76240 89 432
76250 88 426
76260 82 412
76270 124 481
76280 132 463
76290 141 504
76300 112 445
76310 123 475
76320 130 474
76330 109 459
76340 85 437
76350 109 469
76360 131 526
76370 132 488
76380 120 491
76390 90 470
76400 98 449
76410 69 436
76420 47 401
76430 61 388
76440 62 426
76450 47 414
76460 50 404
76470 37 391
76480 47 403
76490 40 370
76500 37 356
76510 47 393
76520 50 388
76530 49 388
76540 45 426
76550 34 359
76560 51 412
76570 33 396
76580 45 354
76590 39 394
76600 53 421
76610 27 384
76620 26 404
76630 46 405
76640 46 401
76650 47 391
76660 66 410
76670 40 382
76680 35 403
76690 28 375
76700 24 377
76710 44 406
76720 39 380
76730 25 407
76740 29 374
76750 22 378
76760 32 420
76770 39 378
76780 18 338
76790 23 359
76800 41 404
76810 51 433
76820 52 432
76830 57 423
76840 56 415
76850 63 411
76860 68 438
76870 100 492
76880 68 431
76890 63 448
76900 47 409
76910 66 406
76920 44 438
76930 54 407
76940 48 427
76950 51 410
76960 52 416
76970 32 409
76980 40 372
76990 33 363
77000 32 396
77010 29 379
77020 27 332
77030 15 353
77040 29 366
77050 32 406
77060 24 416
77070 24 368
77080 24 420
77090 46 420
77100 56 461
77110 46 399
77120 37 337
77130 29 339
77140 58 313
77150 42 346
77160 60 364
77170 63 360
77180 67 384
77190 51 370
77200 45 383
77210 39 385
77220 55 386
77230 72 435
77240 64 421
77250 66 449
77260 67 476
77270 61 434
77280 57 425
77290 46 413
77300 37 378
77310 34 404
77320 46 397
77330 29 413
77340 21 407
77350 30 438
77360 33 409
77370 25 383
77380 30 403
77390 43 413
77400 51 419
77410 48 439
77420 47 433
77430 51 406
77440 54 385
77450 48 416
77460 42 387
77470 34 371
77480 39 386
77490 30 395
77500 50 423
77510 46 391
77520 47 412
77530 51 398
77540 27 424
