# #Frame C1_sub1 C1_sub2 C2_sub1 C2_sub2
71890 0 13 0 0
71900 0 19 0 0
71910 0 31 0 0
71920 0 29 0 0
71930 0 23 0 0
71940 0 19 0 0
71950 0 16 0 0
71960 0 15 0 0
71970 0 10 0 0
71980 0 17 12 0
71990 0 12 0 0
72000 0 21 1 0
72010 0 21 2 0
72020 0 13 14 0
72030 0 11 47 0
72040 0 17 45 0
72050 0 29 48 0
72060 0 21 47 0
72070 0 10 69 0
72080 0 13 31 0
72090 0 21 27 0
72100 0 11 25 0
72110 0 10 11 0
72120 0 11 39 0
72130 0 12 35 0
72140 0 12 43 0
72150 0 12 55 0
72160 0 23 57 0
72170 0 11 60 0
72180 0 12 43 0
72190 0 20 66 0
72200 0 13 34 0
72210 0 17 14 0
72220 0 33 62 0
72230 0 18 65 0
72240 0 19 52 0
72250 0 17 76 0
72260 0 22 48 0
72270 0 16 61 0
72280 0 10 36 0
72290 0 11 33 0
72300 0 17 16 0
72310 0 11 22 0
72320 0 11 51 0
72330 0 12 26 0
72340 0 11 76 0
72350 0 10 41 0
72360 0 11 54 0
72370 0 13 52 0
72380 0 13 38 0
72390 0 19 51 0
72400 0 31 20 0
72410 0 21 51 0
72420 0 25 31 0
72430 0 37 43 0
72440 0 25 50 0
72450 0 35 47 0
72460 0 34 62 0
72470 0 19 56 0
72480 0 36 56 0
72490 0 42 56 0
72500 0 26 46 0
72510 0 28 61 0
72520 0 46 56 0
72530 0 26 69 0
72540 0 33 45 0
72550 0 47 81 0
72560 0 46 54 0
72570 0 23 61 0
72580 0 39 47 0
72590 0 41 43 0
72600 0 24 58 0
72610 0 45 66 0
72620 0 34 58 0
72630 0 37 59 0
72640 0 19 52 0
72650 0 36 37 0
72660 0 38 48 0
72670 0 15 30 0
72680 0 11 47 0
72690 0 21 3 0
72700 0 18 0 0
72710 0 9 5 0
72720 0 19 11 0
72730 0 22 13 0
72740 0 13 16 0
72750 0 14 14 0
72760 0 39 4 0
72770 0 21 10 0
72780 0 15 1 0
72790 0 18 1 0
72800 0 13 2 0
72810 0 11 14 0
72820 0 10 17 0
72830 0 10 10 0
72840 0 12 4 0
72850 0 11 17 0
72860 0 9 19 0
72870 0 11 14 0
72880 0 10 1 0
72890 0 21 1 0
72900 0 12 3 0
72910 0 16 0 0
72920 0 13 31 0
72930 0 13 20 0
72940 0 26 49 0
72950 0 21 19 0
72960 0 11 20 0
72970 0 22 22 0
72980 0 10 27 0
72990 0 12 12 0
73000 0 10 5 0
73010 0 13 0 0
73020 0 11 3 0
73030 0 16 15 0
73040 0 9 17 0
73050 0 19 4 0
73060 0 21 4 0
73070 0 11 0 0
73080 0 29 0 0
73090 0 12 0 0
73100 0 14 0 0
73110 0 22 0 0
73120 0 17 0 0
73130 0 11 0 0
73140 0 11 0 0
73150 0 14 0 0
73160 0 15 0 0
73170 0 35 0 0
73180 0 22 0 0
73190 0 12 0 0
73200 0 17 0 0
73210 0 20 0 0
73220 0 10 0 0
73230 0 9 0 0
73240 0 10 0 0
73250 0 16 0 0
73260 0 11 0 0
73270 0 17 6 0
73280 0 22 1 0
73290 0 11 0 0
73300 0 10 0 0
73310 0 19 0 0
73320 0 19 0 0
73330 0 11 0 12
73340 0 11 0 0
73350 0 19 0 0
73360 0 12 0 0
73370 0 12 0 0
73380 0 20 0 0
73390 0 26 0 0
73400 0 10 0 0
73410 0 10 0 0
73420 0 10 0 7
73430 0 15 0 0
73440 0 9 0 0
73450 0 11 0 0
73460 0 13 4 0
73470 0 26 0 0
73480 0 16 0 0
73490 0 9 0 0
73500 0 20 0 0
73510 0 16 3 4
73520 0 11 0 0
73530 0 12 0 0
73540 0 12 4 0
73550 0 11 3 0
73560 0 10 0 0
73570 0 10 3 0
73580 0 11 1 0
73590 0 12 1 0
73600 0 11 3 0
73610 0 9 4 0
73620 0 12 2 0
73630 0 12 5 0
73640 0 9 4 0
73650 0 13 1 0
73660 0 10 0 0
73670 0 10 0 0
73680 0 11 3 0
73690 0 12 4 0
73700 0 12 0 0
73710 0 19 4 0
73720 0 24 4 0
73730 0 10 2 0
73740 0 25 4 1
73750 0 25 4 0
73760 0 18 5 0
73770 0 14 5 0
73780 0 30 2 0
73790 0 9 0 0
73800 0 9 0 0
73810 0 17 0 0
73820 0 20 4 0
73830 0 11 1 0
73840 0 9 0 0
73850 0 9 0 0
73860 0 10 0 0
73870 0 10 0 1
73880 0 9 0 0
73890 0 9 0 0
73900 0 24 0 0
73910 0 17 0 0
73920 0 26 0 0
73930 0 16 0 0
73940 0 12 3 0
73950 0 10 9 0
73960 0 10 1 0
73970 0 13 0 0
73980 0 11 0 0
73990 0 23 0 0
74000 0 10 0 0
74010 0 13 0 0
74020 0 13 2 0
74030 0 10 1 0
74040 0 18 0 0
74050 0 9 0 0
74060 0 11 0 0
74070 0 11 0 0
74080 0 11 0 0
74090 0 13 0 0
74100 0 12 1 0
74110 0 11 4 0
74120 0 12 0 0
74130 0 11 10 0
74140 0 12 0 0
74150 0 11 0 0
74160 0 10 0 0
74170 0 8 7 0
74180 0 14 10 0
74190 0 12 12 0
74200 0 10 31 0
74210 0 11 13 0
74220 0 17 15 0
74230 0 14 12 0
74240 0 17 1 0
74250 0 11 0 0
74260 0 13 4 0
74270 0 15 8 0
74280 0 11 3 0
74290 0 29 0 0
74300 0 43 0 0
74310 0 50 0 0
74320 0 39 0 8
74330 0 42 0 0
74340 0 33 2 0
74350 0 29 11 0
74360 0 10 0 0
74370 0 9 15 0
74380 0 11 23 0
74390 0 10 16 0
74400 10 10 18 0
74410 13 8 3 0
74420 0 9 1 0
74430 0 12 24 0
74440 0 19 23 0
74450 0 11 9 0
74460 0 14 7 0
74470 0 10 0 0
74480 0 12 0 0
74490 0 10 4 0
74500 0 14 0 0
74510 0 10 0 0
74520 0 11 0 0
74530 0 15 0 0
74540 0 19 0 0
74550 0 15 0 0
74560 0 13 0 0
74570 0 10 0 0
74580 0 10 10 0
74590 0 11 1 1
74600 0 8 0 0
74610 0 11 0 0
74620 0 11 4 0
74630 0 10 3 3
74640 0 14 0 0
74650 0 11 4 0
74660 0 10 0 0
74670 0 11 9 0
74680 0 10 0 13
74690 0 11 0 10
74700 0 12 5 0
74710 0 16 11 0
74720 0 15 4 0
74730 0 12 0 0
74740 0 11 10 0
74750 0 10 12 0
74760 0 10 11 0
74770 0 14 10 0
74780 0 17 0 0
74790 0 10 4 0
74800 0 10 18 0
74810 0 16 36 0
74820 2 9 44 0
74830 0 10 20 0
74840 0 11 18 0
74850 0 10 15 0
74860 0 10 15 0
74870 0 11 21 0
74880 0 10 16 0
74890 0 10 0 0
74900 0 10 9 0
74910 0 13 8 0
74920 0 10 7 0
74930 0 10 6 0
74940 0 11 1 0
74950 0 9 4 0
74960 0 11 7 0
74970 0 11 5 0
74980 0 31 1 0
74990 0 22 7 0
75000 0 33 1 0
75010 0 17 4 8
75020 0 23 0 0
75030 0 11 0 1
75040 0 11 0 6
75050 0 12 0 8
75060 0 15 0 13
75070 0 11 0 16
75080 0 15 0 12
75090 0 11 0 9
75100 0 9 0 0
75110 0 30 0 0
75120 0 11 0 11
75130 0 9 0 15
75140 0 11 0 0
75150 0 11 0 0
75160 0 12 0 0
75170 0 13 0 0
75180 0 15 2 0
75190 0 11 0 0
75200 0 12 16 0
75210 0 15 21 0
75220 0 23 11 0
75230 0 21 28 0
75240 0 23 42 0
75250 0 19 23 0
75260 0 24 37 0
75270 0 24 19 0
75280 0 15 25 0
75290 0 25 40 0
75300 0 11 49 0
75310 0 8 52 0
75320 0 11 37 0
75330 0 16 22 0
75340 0 12 31 0
75350 0 23 28 0
75360 0 10 18 0
75370 0 11 30 0
75380 0 29 18 0
75390 0 25 30 0
75400 0 17 22 0
75410 0 13 26 0
75420 0 11 13 0
75430 0 7 0 0
75440 0 14 0 0
75450 0 19 3 0
75460 0 11 1 0
75470 0 13 6 0
75480 0 10 0 0
75490 0 11 0 0
75500 0 12 0 0
75510 0 10 0 0
75520 0 12 0 1
75530 0 19 0 0
75540 0 23 0 0
75550 0 19 0 0
75560 0 20 0 0
75570 0 19 0 0
75580 0 24 0 0
75590 0 19 0 0
75600 0 28 6 0
75610 0 12 0 0
75620 0 28 0 0
75630 0 11 0 0
75640 0 9 0 0
75650 0 12 0 0
75660 0 18 0 0
75670 0 9 0 0
75680 0 14 0 0
75690 0 14 0 0
75700 0 14 0 0
75710 0 18 0 0
75720 0 19 0 0
75730 0 23 0 0
75740 0 26 0 0
75750 0 14 4 0
75760 0 22 0 0
75770 0 25 0 0
75780 0 37 4 0
75790 0 59 0 0
75800 0 73 0 0
75810 0 40 0 0
75820 0 57 5 0
75830 0 50 0 0
75840 0 45 10 0
75850 0 47 8 0
75860 0 55 0 0
75870 0 43 1 0
75880 0 54 3 0
75890 0 20 5 0
75900 0 21 14 0
75910 0 19 0 0
75920 0 19 12 0
75930 0 7 0 0
75940 0 26 0 0
75950 0 4 16 0
75960 0 9 12 0
75970 0 9 1 0
75980 0 9 0 0
75990 0 3 0 0
76000 0 16 0 0
76010 0 23 0 0
76020 0 29 0 0
76030 0 30 1 0
76040 0 17 6 0
76050 0 21 1 0
76060 0 32 4 0
76070 0 30 2 0
76080 0 28 4 0
76090 0 18 4 0
76100 0 13 1 0
76110 0 23 0 0
76120 0 18 0 0
76130 0 13 0 0
76140 0 21 0 0
76150 0 22 0 0
76160 0 36 0 0
76170 0 26 4 0
76180 0 9 0 0
76190 0 26 0 0
76200 0 25 0 0
76210 0 21 1 4
76220 0 12 4 0
76230 0 11 0 0
76240 0 32 0 0
76250 0 42 0 0
76260 0 32 1 0
76270 0 18 0 0
76280 0 47 0 0
76290 0 44 0 0
76300 0 47 0 0
76310 0 13 0 0
76320 0 29 0 1
76330 0 1 0 0
76340 0 2 0 0
76350 0 12 0 0
76360 0 32 0 0
76370 0 25 0 0
76380 0 25 0 1
76390 0 17 0 0
76400 0 0 0 0
76410 0 17 6 0
76420 0 14 0 0
76430 0 1 0 0
76440 0 0 0 0
76450 2 0 0 0
76460 0 0 0 0
76470 0 0 0 0
76480 0 0 0 0
76490 0 0 0 0
76500 6 0 0 0
76510 6 0 0 0
76520 0 0 0 0
76530 0 0 0 0
76540 0 0 0 0
76550 14 0 0 0
76560 0 0 0 0
76570 0 0 0 0
76580 0 0 0 0
76590 0 0 1 0
76600 0 0 0 0
76610 0 0 0 0
76620 0 0 0 0
76630 0 0 0 0
76640 0 0 10 0
76650 0 0 0 0
76660 0 0 0 0
76670 0 0 0 0
76680 0 0 0 0
76690 0 0 0 0
76700 0 0 0 0
76710 0 0 0 0
76720 0 0 0 0
76730 0 0 0 0
76740 0 0 5 0
76750 0 0 4 0
76760 0 0 2 1
76770 0 0 4 6
76780 0 0 0 17
76790 0 0 0 11
76800 0 0 0 12
76810 0 0 0 12
76820 11 0 0 0
76830 0 0 2 9
76840 12 0 0 17
76850 0 0 0 0
76860 6 0 0 0
76870 3 0 0 0
76880 3 0 2 0
76890 3 0 5 0
76900 0 0 8 0
76910 0 0 6 0
76920 0 0 1 0
76930 0 0 11 0
76940 0 0 31 0
76950 0 0 27 0
76960 0 0 21 0
76970 0 0 17 0
76980 0 0 21 0
76990 0 0 18 0
77000 0 0 25 0
77010 0 0 22 0
77020 0 0 33 0
77030 0 0 37 0
77040 0 0 34 0
77050 0 0 41 0
77060 0 0 35 0
77070 0 0 45 0
77080 0 0 34 0
77090 0 1 55 0
77100 0 6 48 0
77110 0 1 54 0
77120 0 0 38 0
77130 0 0 42 0
77140 0 0 30 0
77150 2 5 29 0
77160 0 0 41 0
77170 0 0 81 0
77180 0 0 54 0
77190 0 0 79 0
77200 0 7 55 0
77210 0 5 51 0
77220 0 1 35 0
77230 0 10 18 0
77240 0 6 33 0
77250 0 2 9 0
77260 0 3 10 0
77270 0 6 4 0
77280 0 8 0 0
77290 0 3 0 0
77300 0 6 0 0
77310 0 6 0 0
77320 0 0 0 0
77330 0 0 0 0
77340 0 6 0 0
77350 0 0 0 0
77360 0 0 0 0
77370 0 0 0 0
77380 0 0 0 0
77390 0 0 0 0
77400 0 0 0 0
77410 0 10 1 0
77420 0 3 1 0
77430 0 8 0 15
77440 0 9 0 7
77450 0 6 0 6
77460 0 6 0 8
77470 0 4 0 0
77480 0 0 0 0
77490 12 0 3 0
77500 11 0 0 0
77510 0 0 0 0
77520 0 9 1 0
77530 0 20 1 0
77540 0 1 5 0
77550 0 31 0 0
77560 0 24 0 0
77570 0 7 0 0
77580 0 5 0 2
77590 0 12 0 0
77600 0 29 0 0
77610 0 13 1 0
77620 0 14 8 0
77630 0 16 4 0
77640 1 1 0 0
77650 1 2 14 0
77660 0 3 0 0
77670 0 10 0 0
77680 0 5 20 0
77690 0 8 16 0
77700 0 1 17 0
77710 0 4 15 0
77720 0 7 9 0
77730 0 9 10 0
77740 0 0 3 0
77750 0 11 10 0
77760 0 6 40 0
77770 0 3 46 0
77780 0 0 57 0
77790 0 3 56 0
77800 0 1 13 0
77810 0 0 22 0
77820 0 12 25 0
77830 0 4 44 0
77840 0 1 28 0
77850 0 4 28 0
77860 0 2 31 0
77870 0 2 32 0
77880 0 4 39 0
77890 0 0 34 0
77900 0 2 17 0
77910 0 0 35 0
77920 0 0 55 0
77930 0 0 52 0
77940 0 0 48 0
77950 0 0 69 0
77960 0 0 66 0
77970 0 0 45 0
77980 0 3 62 0
77990 0 0 52 0
78000 0 0 63 0
78010 0 0 45 0
78020 0 0 53 0
78030 0 1 28 0
78040 0 1 22 0
78050 0 0 38 0
78060 0 0 37 0
78070 0 1 59 0
78080 0 0 32 0
78090 0 1 34 0
78100 0 0 22 0
78110 0 4 29 0
78120 0 10 24 0
78130 0 23 20 0
78140 0 0 25 0
78150 0 0 19 0
78160 0 3 3 0
78170 0 0 10 0
78180 0 0 8 0
78190 0 0 8 0
78200 0 0 1 0
78210 0 3 14 0
78220 0 1 15 0
78230 0 0 12 0
78240 0 2 36 0
78250 0 1 26 0
78260 0 0 32 0
78270 0 0 23 0
78280 0 3 32 0
78290 0 0 23 0
78300 0 0 41 0
78310 0 8 53 0
78320 0 8 47 0
78330 0 41 35 0
78340 0 40 37 0
78350 0 38 38 0
78360 0 25 45 0
78370 0 36 37 0
78380 0 31 36 0
78390 0 29 31 0
78400 0 77 31 0
78410 0 60 26 0
78420 0 69 35 0
78430 0 59 35 0
78440 0 41 23 0
78450 0 52 21 0
78460 0 69 30 0
78470 0 49 30 0
78480 0 69 30 0
78490 0 25 34 0
78500 0 53 19 0
78510 0 31 22 0
78520 0 51 26 0
78530 0 33 43 0
78540 0 48 61 0
78550 0 47 54 0
78560 0 50 58 0
78570 0 50 47 0
78580 0 40 58 0
78590 0 47 57 0
78600 0 61 57 0
78610 0 44 53 0
78620 0 29 67 0
78630 0 48 56 0
78640 0 45 36 0
78650 0 48 53 0
78660 0 51 43 0
78670 0 41 69 0
78680 0 68 35 0
78690 0 64 47 0
78700 0 73 75 0
78710 0 68 47 0
78720 0 72 61 0
78730 0 60 53 0
78740 0 74 49 0
78750 0 37 37 0
78760 0 74 42 0
78770 0 49 19 0
78780 0 75 17 0
78790 0 76 15 0
78800 0 79 25 0
78810 0 55 11 0
78820 0 34 8 0
78830 0 40 6 0
78840 0 37 8 0
78850 0 30 11 0
78860 0 58 1 0
78870 0 62 7 0
78880 0 33 7 0
78890 0 36 9 0
78900 0 16 2 0
78910 0 40 5 0
78920 0 16 8 0
78930 0 12 14 0
78940 0 32 0 0
78950 0 14 0 0
78960 0 38 0 0
78970 0 24 0 0
78980 0 26 0 0
78990 0 40 0 0
79000 0 30 0 0
79010 0 28 0 0
79020 0 40 7 0
79030 0 25 3 0
79040 0 31 4 0
79050 0 46 0 0
79060 0 44 0 0
79070 0 6 0 0
79080 0 15 0 1
79090 0 0 0 0
79100 0 30 0 0
79110 0 11 2 0
79120 0 3 3 0
79130 0 27 0 0
79140 0 35 0 0
79150 0 40 0 0
79160 0 25 0 0
79170 0 26 17 0
79180 0 14 0 0
79190 0 2 5 0
79200 0 5 0 0
79210 0 22 0 0
79220 0 0 8 0
79230 0 0 0 0
79240 0 4 2 0
79250 0 0 35 0
79260 0 0 25 0
79270 0 0 28 0
79280 0 3 3 0
79290 0 0 0 0
79300 6 0 0 0
79310 0 4 1 0
79320 2 3 0 0
79330 1 4 0 0
79340 0 1 0 0
79350 0 1 0 0
79360 0 3 1 0
79370 0 1 0 0
79380 0 2 2 0
79390 0 17 0 0
79400 0 9 0 0
79410 0 0 6 0
79420 0 0 0 0
79430 0 0 0 0
79440 0 14 2 0
79450 0 16 8 0
79460 0 32 17 0
79470 0 3 5 0
79480 0 8 34 0
79490 0 5 45 0
79500 15 6 65 0
79510 12 4 56 0
79520 5 0 56 0
79530 0 1 57 0
79540 0 1 49 0
79550 1 0 36 0
79560 5 0 29 0
79570 19 0 44 0
79580 40 0 13 0
79590 35 0 24 0
79600 31 0 11 0
79610 49 0 5 0
79620 16 0 3 0
79630 32 0 1 0
79640 45 0 0 0
79650 34 0 0 0
79660 34 0 0 0
79670 43 0 1 0
79680 42 0 0 0
79690 30 0 5 0
79700 27 0 0 0
79710 49 0 1 0
79720 41 0 6 0
79730 29 7 4 0
79740 29 0 10 0
79750 32 0 13 0
79760 54 0 25 0
79770 24 0 27 0
79780 35 0 13 0
79790 10 0 17 0
79800 36 0 12 0
79810 39 0 10 0
79820 46 0 16 0
79830 18 0 10 0
79840 31 0 0 0
79850 47 0 12 0
79860 29 0 9 0
79870 45 0 27 0
79880 39 0 22 0
79890 46 0 33 0
79900 35 0 22 0
79910 34 0 11 0
79920 46 0 0 0
79930 32 0 16 0
79940 33 0 16 0
79950 27 0 9 0
79960 24 4 10 0
79970 37 0 13 0
79980 33 0 11 0
79990 26 0 5 0
80000 41 0 6 0
80010 55 0 3 0
80020 36 0 0 0
80030 22 0 5 0
80040 42 0 7 0
80050 28 0 9 0
80060 45 0 14 0
80070 31 4 14 0
80080 37 4 5 0
80090 38 1 14 0
80100 39 0 9 0
80110 35 0 0 0
80120 34 0 0 0
80130 36 0 15 0
80140 34 0 8 0
80150 25 0 12 0
80160 40 0 13 0
80170 46 0 9 0
80180 32 0 38 0
80190 28 0 14 0
80200 34 0 15 0
80210 41 0 9 0
80220 37 0 7 0
80230 38 0 13 0
80240 34 0 0 0
80250 0 0 0 0
80260 0 0 0 0
80270 0 0 0 0
80280 0 0 0 0
80290 0 0 0 0
80300 0 0 2 0
80310 0 0 0 0
80320 0 0 0 0
80330 0 0 0 0
80340 0 0 2 0
80350 0 0 5 0
80360 0 0 3 0
80370 0 0 14 0
80380 0 1 13 0
80390 0 1 10 0
80400 0 0 4 0
80410 0 1 21 0
80420 0 0 50 0
80430 0 0 41 0
80440 0 1 31 0
80450 0 0 43 0
80460 0 0 21 0
80470 0 0 20 0
80480 3 0 39 0
80490 0 0 34 0
80500 2 0 0 0
80510 6 6 4 0
80520 0 0 4 0
80530 1 0 3 0
80540 19 0 4 0
80550 0 0 15 0
80560 1 0 18 0
80570 0 0 7 0
80580 0 0 4 0
80590 0 0 8 0
80600 0 0 14 0
80610 6 0 4 0
80620 16 0 16 0
80630 5 0 20 0
80640 0 0 18 0
80650 0 0 18 0
80660 0 0 15 0
80670 0 0 8 0
80680 0 0 26 0
80690 0 0 32 0
80700 0 3 19 0
80710 0 0 11 0
80720 0 0 3 0
80730 0 0 11 0
80740 0 0 16 0
80750 0 0 14 0
80760 0 0 22 0
80770 0 3 14 0
80780 0 0 7 0
80790 0 0 8 0
80800 0 0 16 0
80810 4 0 37 0
80820 2 0 20 0
80830 0 1 19 0
80840 0 0 27 0
80850 0 4 28 0
80860 0 0 14 0
80870 0 0 34 0
80880 0 0 20 0
80890 0 0 15 0
80900 0 0 28 0
80910 0 0 4 0
80920 0 0 12 0
80930 0 0 8 0
80940 0 0 7 0
80950 0 0 10 0
80960 0 0 0 0
80970 0 0 0 0
80980 0 0 2 0
80990 0 1 23 0
81000 0 0 14 0
81010 0 0 14 0
81020 0 0 7 0
81030 0 0 5 0
81040 0 0 20 0
81050 0 0 15 0
81060 0 0 25 0
81070 0 0 27 0
81080 0 10 26 0
81090 0 12 28 0
81100 0 1 0 0
81110 0 10 0 0
81120 0 11 0 0
81130 0 12 0 0
81140 0 13 0 0
81150 0 11 0 0
81160 0 13 1 1
81170 0 12 0 0
81180 0 12 1 0
81190 0 12 0 0
81200 0 10 0 0
81210 0 16 0 0
81220 0 12 0 0
81230 0 16 0 0
81240 0 12 3 0
81250 0 10 4 6
81260 0 11 0 0
81270 0 10 0 0
81280 0 19 4 0
81290 0 11 0 0
81300 0 11 4 0
81310 0 11 1 0
81320 0 10 0 0
81330 0 10 0 0
81340 0 17 0 0
81350 0 15 0 4
81360 0 9 0 0
81370 0 13 0 0
81380 0 13 0 0
81390 0 12 0 0
81400 0 18 0 0
81410 0 9 0 0
81420 0 9 0 0
81430 0 10 1 0
81440 0 11 1 0
81450 0 11 0 1
81460 0 10 0 9
81470 0 11 0 0
81480 0 12 1 0
81490 0 14 4 0
81500 0 11 3 0
81510 0 10 4 0
81520 0 10 2 0
81530 0 12 0 0
81540 0 16 0 4
81550 0 11 0 5
81560 0 12 0 0
81570 0 11 0 0
81580 0 23 0 1
81590 0 11 0 0
81600 0 10 0 0
81610 0 10 0 0
81620 0 16 2 5
81630 0 11 4 5
81640 0 10 4 5
81650 2 10 3 0
81660 0 10 0 0
81670 0 11 0 0
81680 0 9 0 0
81690 0 9 0 0
81700 0 5 0 0
81710 0 9 0 0
81720 0 10 0 0
81730 0 9 0 0
81740 0 7 0 0
81750 0 8 0 0
81760 0 11 0 15
81770 0 11 0 1
81780 0 8 0 0
81790 0 15 0 3
81800 0 17 0 0
81810 0 12 0 0
81820 0 13 0 0
81830 0 8 0 0
81840 0 10 0 0
81850 0 9 0 0
81860 0 9 0 1
81870 0 9 0 0
81880 0 13 0 1
81890 0 10 0 6
81900 0 12 0 0
81910 0 10 0 0
81920 0 10 0 0
81930 0 9 1 0
81940 0 11 0 0
81950 0 12 0 0
81960 0 11 0 0
81970 0 10 3 0
81980 0 10 0 0
81990 0 12 0 0
82000 2 11 0 0
82010 0 10 0 0
82020 0 10 0 0
82030 0 9 0 0
82040 0 11 0 0
82050 0 12 0 0
82060 0 12 0 0
82070 0 10 0 0
82080 0 10 0 0
82090 0 12 0 0
82100 0 10 0 0
82110 0 12 0 0
82120 0 12 0 11
82130 0 12 16 6
82140 0 12 10 0
82150 0 18 10 0
82160 0 34 8 0
82170 0 23 7 0
82180 0 40 8 0
82190 0 21 9 0
82200 0 16 0 2
82210 0 24 0 15
82220 0 19 0 0
82230 0 11 0 0
82240 0 10 0 0
82250 0 21 0 0
82260 0 12 0 3
82270 0 28 1 0
82280 0 29 1 0
82290 0 12 0 0
82300 0 12 0 0
82310 0 13 0 0
82320 0 9 0 0
82330 0 11 0 0
82340 0 16 0 0
82350 0 23 0 0
82360 0 20 0 0
82370 0 23 0 0
82380 0 8 0 0
82390 0 11 0 0
82400 0 12 0 0
82410 0 11 7 0
82420 0 11 14 0
82430 0 10 0 0
82440 0 12 3 0
82450 0 11 7 0
82460 0 12 9 0
82470 0 8 9 0
82480 0 9 0 0
82490 0 13 0 0
82500 0 11 0 0
82510 0 11 0 0
82520 0 11 4 0
82530 0 11 11 0
82540 0 11 11 0
82550 0 10 1 0
82560 0 10 0 0
82570 0 8 0 0
82580 0 10 0 0
82590 0 11 11 0
82600 0 10 5 0
82610 0 11 0 0
82620 0 11 2 0
82630 0 11 10 0
82640 0 9 5 0
82650 0 10 5 0
82660 0 10 6 0
82670 0 10 8 0
82680 0 0 7 0
82690 0 0 28 0
82700 0 0 21 0
82710 0 13 26 0
82720 0 33 12 0
82730 0 3 25 0
82740 0 9 23 0
82750 0 10 5 0
82760 0 9 13 0
82770 0 10 12 0
82780 0 11 15 0
82790 0 11 4 0
82800 0 10 9 9
82810 0 14 7 0
82820 0 10 11 0
82830 0 11 1 0
82840 0 13 3 0
82850 0 11 8 0
82860 0 10 0 0
82870 0 13 0 0
82880 0 9 0 0
82890 0 10 0 0
82900 0 10 9 0
82910 0 14 1 0
82920 0 11 0 0
82930 0 10 0 0
82940 0 11 6 0
82950 0 11 8 0
82960 0 10 0 0
82970 0 11 14 0
82980 0 14 11 0
82990 0 12 10 0
83000 0 13 40 0
83010 0 11 42 0
83020 0 14 37 0
83030 0 11 5 0
83040 0 5 12 0
83050 0 15 3 0
83060 0 12 0 0
83070 0 12 5 0
83080 0 11 0 0
83090 0 11 0 0
83100 0 10 0 0
83110 0 13 10 0
83120 0 11 11 0
83130 0 12 9 0
83140 0 9 13 0
83150 0 9 5 0
83160 0 9 1 0
83170 0 10 2 0
83180 0 9 11 0
83190 0 10 14 0
83200 0 11 20 0
83210 0 14 14 0
83220 0 12 0 0
83230 0 10 1 0
83240 0 16 20 0
83250 0 10 12 0
83260 0 15 0 0
83270 0 12 6 0
83280 0 11 12 0
83290 0 13 4 0
83300 0 12 2 0
83310 0 13 0 0
83320 0 14 9 0
83330 0 8 4 0
83340 0 11 3 0
83350 0 11 11 0
83360 0 10 23 0
83370 1 10 28 0
83380 0 9 19 0
83390 0 5 0 7
83400 0 11 0 1
83410 0 11 3 0
83420 0 11 6 9
83430 0 11 3 7
83440 0 11 6 10
83450 0 15 4 11
83460 0 14 0 10
83470 0 12 5 0
83480 0 13 4 1
83490 0 14 0 0
83500 0 21 3 0
83510 0 18 5 2
83520 0 32 0 7
83530 0 11 7 0
83540 0 13 5 0
83550 0 11 2 0
83560 0 6 24 0
83570 0 10 21 0
83580 0 9 15 0
83590 0 24 10 0
83600 0 38 6 0
83610 0 14 7 0
83620 0 11 6 0
83630 0 10 9 0
83640 0 11 7 0
83650 0 12 3 0
83660 0 10 1 0
83670 0 10 2 10
83680 0 10 7 17
83690 0 11 4 0
83700 0 10 1 5
83710 0 14 0 15
83720 0 17 3 5
83730 0 10 4 4
83740 0 10 2 8
83750 0 16 5 30
83760 0 12 7 31
83770 0 12 1 28
83780 0 11 9 23
83790 0 10 7 38
83800 0 9 9 39
83810 0 10 7 34
83820 0 10 12 15
83830 0 30 8 8
83840 0 14 14 0
83850 0 27 0 23
83860 0 12 0 15
83870 0 13 5 0
83880 0 14 6 2
83890 0 20 0 0
83900 0 11 0 11
83910 0 9 1 11
83920 0 7 0 0
83930 0 18 0 0
83940 0 18 0 0
83950 0 22 0 0
83960 0 16 0 0
83970 0 12 0 0
83980 0 13 0 0
83990 0 11 4 0
84000 0 34 1 5
84010 0 11 2 11
84020 0 11 4 0
84030 1 9 4 2
84040 0 10 3 0
84050 0 11 0 0
84060 0 10 0 1
84070 0 12 0 8
84080 0 12 0 12
84090 0 11 0 1
84100 0 9 0 1
84110 0 10 0 42
84120 0 11 0 21
84130 0 9 0 50
84140 0 12 0 40
84150 0 9 0 36
84160 0 10 0 34
84170 0 9 0 50
84180 0 9 0 49
84190 0 9 0 41
84200 0 11 1 45
84210 0 9 0 53
84220 0 10 0 45
84230 0 11 0 57
84240 0 10 0 51
84250 0 9 0 59
84260 0 8 0 48
84270 0 14 0 43
84280 0 12 0 52
84290 0 13 0 45
84300 0 11 0 47
84310 0 11 0 61
84320 0 15 0 16
84330 0 14 0 34
84340 0 14 0 32
84350 0 11 0 30
84360 0 11 0 51
84370 0 12 0 45
84380 0 12 0 41
84390 0 11 0 51
84400 0 9 1 40
84410 0 9 1 43
84420 0 15 4 61
84430 0 14 4 45
84440 0 29 0 37
84450 0 12 0 40
84460 0 16 0 14
84470 0 16 0 49
84480 0 18 0 62
84490 0 21 0 49
84500 0 21 0 56
84510 0 17 0 62
84520 0 10 0 31
84530 0 11 0 31
84540 0 12 0 30
84550 0 11 0 35
84560 0 27 0 37
84570 0 20 0 27
